market,ticker,yfSymbol,assetType,dividendYield,dividendPolicy,dividendSource,yieldStatus,reviewReason,latestClose,ttmDividend,dividendCount12m
US,IGE,IGE,ETF,1.94,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,59.98,1.164,4
US,IGEB,IGEB,ETF,5.03,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,45.105,2.267,12
US,IGF,IGF,ETF,2.95,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,67.190002,1.979,2
US,IGIB,IGIB,ETF,4.76,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,53.179901,2.533,12
US,IGLB,IGLB,ETF,5.24,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,49.900002,2.617,12
US,IGLD,IGLD,ETF,16.31,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price,23.555,3.842,12
US,IGM,IGM,ETF,0.13,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,160.389999,0.21,4
US,IGME,IGME,ETF,88.12,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price,22.618999,19.932,11
US,IGOV,IGOV,ETF,1.41,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,41.73,0.587,1
US,IGR,IGR,stock,15.37,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price,4.685,0.72,12
US,IGRO,IGRO,ETF,2.36,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,88.879997,2.101,4
US,IGSB,IGSB,ETF,4.55,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,52.455002,2.386,12
US,IGV,IGV,ETF,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,93.910004,0.0,0
US,IH,IH,stock,6.17,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,1.62,0.1,1
US,IHAK,IHAK,ETF,0.07,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,55.369999,0.04,2
US,IHDG,IHDG,ETF,1.81,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,51.521801,0.934,4
US,IHE,IHE,ETF,1.61,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,92.464996,1.488,4
US,IHF,IHF,ETF,1.06,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,50.5201,0.533,4
US,IHG,IHG,stock,1.18,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,157.0,1.845,2
US,IHI,IHI,ETF,0.44,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,50.189999,0.222,4
US,IHY,IHY,ETF,5.6,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,21.84,1.222,12
US,IIPR,IIPR,stock,13.11,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,57.98,7.6,4
US,IJH,IJH,ETF,1.19,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,74.794998,0.889,4
US,IJJ,IJJ,ETF,1.64,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,143.235001,2.345,4
US,IJK,IJK,ETF,0.55,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,114.040001,0.623,4
US,IJR,IJR,ETF,1.14,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,140.399994,1.598,4
US,IJS,IJS,ETF,1.28,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,132.300003,1.688,4
US,IJT,IJT,ETF,0.76,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,165.424896,1.249,4
US,ILCB,ILCB,ETF,0.97,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,104.080002,1.012,4
US,ILCG,ILCG,ETF,0.41,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,116.910004,0.481,4
US,ILCV,ILCV,ETF,1.61,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,102.010002,1.646,4
US,ILF,ILF,ETF,3.8,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,35.189999,1.336,3
US,ILMN,ILMN,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,145.619995,0.0,0
US,ILPT,ILPT,stock,2.28,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,8.79,0.2,4
US,ILTB,ILTB,ETF,4.95,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,48.930199,2.421,12
US,IMCB,IMCB,ETF,1.23,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,93.050003,1.149,4
US,IMCG,IMCG,ETF,0.68,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,92.709999,0.626,4
US,IMCV,IMCV,ETF,1.94,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,90.259903,1.749,4
US,IMO,IMO,stock,1.77,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,124.75,2.21,4
US,IMRA,IMRA,ETF,107.52,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price,17.73,19.063,12
US,IMST,IMST,ETF,186.5,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price,10.6438,19.851,12
US,IMTM,IMTM,ETF,4.27,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,52.810001,2.255,2
US,INCE,INCE,ETF,4.77,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,67.43,3.216,12
US,INCM,INCM,ETF,5.01,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,29.385,1.473,12
US,INCY,INCY,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,98.629997,0.0,0
US,INDA,INDA,ETF,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,48.805,0.0,0
US,INDS,INDS,ETF,3.43,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,40.330002,1.385305,4
US,INDY,INDY,ETF,9.32,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,42.880001,3.995,1
US,INEQ,INEQ,ETF,9.1,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,40.330002,3.67,4
US,INFL,INFL,ETF,0.9,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,52.360001,0.472,4
US,INFY,INFY,stock,4.16,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,12.415,0.516,2
US,ING,ING,stock,2.82,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,31.219999,0.88,1
US,INGR,INGR,stock,3.11,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,104.880096,3.26,4
US,INKM,INKM,ETF,4.85,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,34.66,1.681,4
US,INMU,INMU,ETF,3.4,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,24.030001,0.816,12
US,INN,INN,stock,5.55,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,5.77,0.32,4
US,INSM,INSM,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,108.550003,0.0,0
US,INTC,INTC,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,118.32,0.0,0
US,INTF,INTF,ETF,2.6,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,41.599998,1.082,2
US,INTG,INTG,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,40.900002,0.0,0
US,INTU,INTU,stock,1.48,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,313.600006,4.64,4
US,INVH,INVH,stock,4.0,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,29.504999,1.18,4
US,IONS,IONS,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,77.099998,0.0,0
US,IOO,IOO,ETF,0.82,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,142.044998,1.162,2
US,IOR,IOR,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,17.85,0.0,0
US,IOT,IOT,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,30.879999,0.0,0
US,IP,IP,stock,5.67,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,32.669998,1.852,4
US,IPAC,IPAC,ETF,3.84,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,82.43,3.164,2
US,IQDF,IQDF,ETF,2.77,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,35.029999,0.972,4
US,IQDG,IQDG,ETF,2.12,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,43.341,0.917,4
US,IQHI,IQHI,ETF,7.65,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,26.035,1.992,12
US,IQLT,IQLT,ETF,2.13,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,49.59,1.057,2
US,IQQQ,IQQQ,ETF,4.87,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,50.345001,2.45,12
US,IQV,IQV,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,165.690002,0.0,0
US,IR,IR,stock,0.11,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,72.279999,0.08,4
US,IRM,IRM,stock,2.58,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,127.830002,3.298,4
US,IRS,IRS,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,14.86,0.0,0
US,IRT,IRT,stock,4.08,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,16.65,0.68,4
US,ISCF,ISCF,ETF,3.45,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,45.129902,1.558,2
US,ISCG,ISCG,ETF,0.56,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,62.898899,0.353,4
US,ISPY,ISPY,ETF,4.66,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,48.540001,2.262,12
US,ISRG,ISRG,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,430.850006,0.0,0
US,ISTB,ISTB,ETF,4.23,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,48.290001,2.044,12
US,IT,IT,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,161.200104,0.0,0
US,ITA,ITA,ETF,0.47,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,229.619995,1.073,3
US,ITB,ITB,ETF,1.19,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,95.602997,1.136,4
US,ITM,ITM,ETF,2.95,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,46.724998,1.38,12
US,ITOT,ITOT,ETF,0.98,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,164.164993,1.614,4
US,ITT,ITT,stock,0.73,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,198.445007,1.439,4
US,ITUB,ITUB,stock,7.76,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,7.9809,0.618926,16
US,ITW,ITW,stock,2.5,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,252.839996,6.33,4
US,ITWO,ITWO,ETF,7.81,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,45.2225,3.532,12
US,IUS,IUS,ETF,1.29,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,65.559998,0.847,4
US,IUSB,IUSB,ETF,4.25,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,46.095001,1.959,12
US,IUSG,IUSG,ETF,0.47,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,188.904999,0.897,4
US,IUSV,IUSV,ETF,1.67,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,110.709999,1.848,4
US,IVE,IVE,ETF,1.51,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,228.619995,3.454,4
US,IVLU,IVLU,ETF,3.27,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,43.060001,1.41,2
US,IVOG,IVOG,ETF,0.55,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,141.779999,0.774,1
US,IVOL,IVOL,ETF,3.87,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,17.915001,0.693,12
US,IVOO,IVOO,ETF,1.19,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,126.699997,1.513,4
US,IVOV,IVOV,ETF,1.67,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,109.995003,1.841,1
US,IVR,IVR,stock,20.53,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price,7.99,1.64,8
US,IVT,IVT,stock,2.91,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,33.130001,0.964,4
US,IVV,IVV,ETF,1.07,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,754.039978,8.06,4
US,IVW,IVW,ETF,0.35,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,138.065002,0.487,4
US,IVZ,IVZ,stock,3.04,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,27.82,0.845,4
US,IWB,IWB,ETF,0.92,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,409.565002,3.765,4
US,IWC,IWC,ETF,0.88,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,192.410004,1.7,4
US,IWD,IWD,ETF,1.5,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,238.434998,3.579,4
US,IWF,IWF,ETF,0.34,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,125.720001,0.42225,4
US,IWL,IWL,ETF,0.83,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,186.559998,1.54,4
US,IWM,IWM,ETF,0.87,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,290.910004,2.537,4
US,IWMI,IWMI,ETF,13.45,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,52.269501,7.028,12
US,IWN,IWN,ETF,1.43,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,215.660004,3.092,4
US,IWO,IWO,ETF,0.4,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,380.815002,1.511,4
US,IWP,IWP,ETF,0.33,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,141.170303,0.464,4
US,IWR,IWR,ETF,1.16,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,107.089996,1.242,4
US,IWS,IWS,ETF,1.35,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,160.389999,2.162,4
US,IWV,IWV,ETF,0.86,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,426.01001,3.656,4
US,IWX,IWX,ETF,1.48,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,104.0,1.54,4
US,IWY,IWY,ETF,0.33,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,294.76001,0.969,4
US,IX,IX,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,38.535,0.0,0
US,IXC,IXC,ETF,2.89,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,53.509998,1.545,2
US,IXJ,IXJ,ETF,1.44,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,94.809998,1.361,2
US,IXN,IXN,ETF,0.78,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,139.300003,1.093,2
US,IXUS,IXUS,ETF,2.84,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,96.68,2.741,2
US,IYC,IYC,ETF,0.49,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,103.864998,0.51,4
US,IYE,IYE,ETF,2.22,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,59.959999,1.329,4
US,IYF,IYF,ETF,1.54,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,123.5,1.908,4
US,IYG,IYG,ETF,1.12,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,87.510002,0.977,4
US,IYH,IYH,ETF,1.28,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,63.16,0.806,4
US,IYJ,IYJ,ETF,0.77,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,158.839996,1.22,4
US,IYK,IYK,ETF,2.59,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,72.779999,1.887,4
US,IYLD,IYLD,ETF,4.58,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,22.190001,1.017,12
US,IYM,IYM,ETF,1.25,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,184.860001,2.318,4
US,IYR,IYR,ETF,2.17,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,103.410004,2.247,4
US,IYRI,IYRI,ETF,10.98,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,49.630001,5.448,12
US,IYT,IYT,ETF,0.95,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,84.389999,0.801,4
US,IYW,IYW,ETF,0.11,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,245.820007,0.271,4
US,IYY,IYY,ETF,0.87,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,182.360001,1.594,4
US,J,J,stock,1.17,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,116.419998,1.36,4
US,JAAA,JAAA,ETF,5.03,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,50.720001,2.549,12
US,JAN,JAN,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,27.225,0.0,0
US,JANH,JANH,ETF,6.14,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,25.0168,1.535,4
US,JANJ,JANJ,ETF,5.0,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,24.92,1.246,4
US,JAVA,JAVA,ETF,1.25,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,77.629997,0.972,4
US,JAZZ,JAZZ,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,238.940002,0.0,0
US,JBBB,JBBB,ETF,6.82,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,47.529999,3.241,12
US,JBGS,JBGS,stock,4.66,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,15.015,0.7,4
US,JBHT,JBHT,stock,0.67,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,267.660004,1.78,4
US,JBL,JBL,stock,0.09,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,364.25,0.32,4
US,JCI,JCI,stock,0.56,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,138.039993,0.77,2
US,JCPB,JCPB,ETF,4.92,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,46.870098,2.308,12
US,JCPI,JCPI,ETF,3.65,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,48.490002,1.768,12
US,JD,JD,stock,3.34,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,29.915001,1.0,1
US,JDST,JDST,ETF,11.85,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,35.060001,4.156,4
US,JDZG,JDZG,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,3.73,0.0,0
US,JEF,JEF,stock,3.06,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,52.365002,1.6,4
US,JEMA,JEMA,ETF,2.26,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,63.3582,1.434,1
US,JEPI,JEPI,ETF,8.4,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,56.384998,4.735,12
US,JEPQ,JEPQ,ETF,10.18,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,60.695,6.177,12
US,JETS,JETS,ETF,0.79,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,29.334999,0.233,1
US,JGLO,JGLO,ETF,1.14,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,71.07,0.813,1
US,JGRO,JGRO,ETF,0.15,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,97.846603,0.146,1
US,JHEM,JHEM,ETF,1.93,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,40.720001,0.787,2
US,JHG,JHG,stock,1.54,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,51.805,0.8,2
US,JHMD,JHMD,ETF,2.93,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,45.285,1.326,2
US,JHML,JHML,ETF,0.95,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,88.504997,0.842,2
US,JHMM,JHMM,ETF,0.87,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,73.495003,0.64,2
US,JHX,JHX,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,22.84,0.0,0
US,JIII,JIII,ETF,7.41,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,49.919998,3.697,12
US,JIRE,JIRE,ETF,2.75,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,81.449898,2.239,1
US,JKHY,JKHY,stock,1.7,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,138.604996,2.35,4
US,JLL,JLL,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,296.140015,0.0,0
US,JMBS,JMBS,ETF,5.16,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,45.165001,2.332,12
US,JMEE,JMEE,ETF,0.97,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,74.690102,0.725,1
US,JMOM,JMOM,ETF,0.73,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,81.580002,0.596,4
US,JMST,JMST,ETF,2.69,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,50.910999,1.369,12
US,JMUB,JMUB,ETF,3.6,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,50.25,1.808,12
US,JNJ,JNJ,stock,2.81,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,232.345001,6.54,5
US,JNK,JNK,ETF,6.59,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,96.605003,6.371,12
US,JNUG,JNUG,ETF,1.48,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,169.779999,2.515,5
US,JOE,JOE,stock,0.92,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,64.900002,0.6,4
US,JPEF,JPEF,ETF,0.65,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,80.379898,0.523,1
US,JPIE,JPIE,ETF,5.59,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,46.0299,2.573,12
US,JPLD,JPLD,ETF,4.21,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,52.154999,2.194,12
US,JPM,JPM,stock,1.97,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,299.549988,5.9,4
US,JPMB,JPMB,ETF,5.8,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,39.884998,2.313,12
US,JPO,JPO,ETF,33.12,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price,13.465,4.46,37
US,JPRE,JPRE,ETF,2.21,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,52.669998,1.163,4
US,JPSE,JPSE,ETF,1.36,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,58.709999,0.796,4
US,JPST,JPST,ETF,4.3,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,50.564999,2.172,12
US,JQUA,JQUA,ETF,1.09,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,70.5,0.77,4
US,JRE,JRE,ETF,4.87,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,26.989599,1.314,4
US,JRS,JRS,stock,8.25,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,8.24,0.68,4
US,JSI,JSI,ETF,6.17,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,51.619999,3.184,12
US,JTEK,JTEK,ETF,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,105.410004,0.0,0
US,JULH,JULH,ETF,6.91,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,25.049999,1.73,4
US,JULJ,JULJ,ETF,5.67,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,25.030001,1.419,4
US,JVAL,JVAL,ETF,1.77,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,57.049999,1.008,4
US,JXN,JXN,stock,3.08,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,107.192497,3.3,4
US,JZ,JZ,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,0.735,0.0,0
US,KB,KB,stock,0.64,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,102.269997,0.657,1
US,KBR,KBR,stock,1.95,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,33.884998,0.66,4
US,KBWB,KBWB,ETF,2.06,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,86.980003,1.796,4
US,KBWY,KBWY,ETF,8.5,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,17.700001,1.504,12
US,KD,KD,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,11.865,0.0,0
US,KDP,KDP,stock,3.05,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,30.139999,0.92,4
US,KEP,KEP,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,13.19,0.0,0
US,KEX,KEX,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,142.419998,0.0,0
US,KEY,KEY,stock,3.76,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,21.809999,0.82,4
US,KEYS,KEYS,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,345.244995,0.0,0
US,KGC,KGC,stock,0.49,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,28.805,0.14,4
US,KGLD,KGLD,ETF,11.11,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,29.695,3.3,10
US,KHC,KHC,stock,6.5,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,24.625,1.6,4
US,KHPI,KHPI,ETF,8.78,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,26.1703,2.299,12
US,KHYB,KHYB,ETF,7.98,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,24.2999,1.938,11
US,KIDZ,KIDZ,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,0.4608,0.0,0
US,KIE,KIE,ETF,1.61,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,57.470001,0.927,4
US,KIM,KIM,stock,4.16,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,24.525,1.02,4
US,KIQQ,KIQQ,ETF,2.97,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,26.34,0.782,4
US,KKR,KKR,stock,0.78,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,96.419998,0.75,4
US,KLAC,KLAC,stock,0.41,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,1960.795044,8.0,4
US,KLMT,KLMT,ETF,1.76,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,34.380001,0.605,4
US,KMB,KMB,stock,4.98,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,101.699997,5.06,4
