planType,market,ticker,assetType,priority,scenarioGrade,metricsStatus,targetBenchmarkId,requiredSeries,blockedSeries,sourceHint,outputPath,status,reasonCodes
asset,US,EOG,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,EPAM,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,EPD,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,EPI,ETF,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,EPP,ETF,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,EPR,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,EPRT,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,EPS,ETF,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,EQAL,ETF,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,EQH,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,EQIN,ETF,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,EQIX,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,EQNR,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,EQR,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,EQT,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,EQTY,ETF,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,EQWL,ETF,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,ERET,ETF,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,ERIC,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,ERIE,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,ES,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,ESAB,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,ESGD,ETF,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,ESGE,ETF,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,ESGU,ETF,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,ESGV,ETF,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,ESI,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,ESLT,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,ESML,ETF,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,ESNT,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,ESRT,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,ESS,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,ESTC,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,ET,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,ETHE,ETF,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,ETN,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,ETR,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,ETSY,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,EUHY,ETF,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,EUSA,ETF,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,EUSB,ETF,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,EVR,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
asset,US,EVRG,stock,P1_ready_overlay,B,ready,SP500_TR,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return|monthly_fx_return_usd_krw,monthly_total_return|monthly_dividend_amount|monthly_fx_return_usd_krw,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
