market,ticker,dividendYield,dividendPolicy,dividendSource,yieldStatus,reviewReason
US,JGRO,0.15,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JHEM,1.93,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JHG,1.54,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JHMD,2.93,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JHML,0.95,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JHMM,0.87,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JHX,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,JIII,7.41,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JIRE,2.75,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JKHY,1.7,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JLL,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,JMBS,5.16,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JMEE,0.97,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JMOM,0.73,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JMST,2.69,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JMUB,3.6,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JNJ,2.81,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JNK,6.59,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JNUG,1.48,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JOE,0.92,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JPEF,0.65,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JPIE,5.59,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JPLD,4.21,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JPM,1.97,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JPMB,5.8,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JPO,33.12,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price
US,JPRE,2.21,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JPSE,1.36,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JPST,4.3,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JQUA,1.09,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JRE,4.87,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JRS,8.25,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JSI,6.17,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JTEK,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,JULH,6.91,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JULJ,5.67,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JVAL,1.77,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JXN,3.08,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,JZ,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,KB,0.64,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KBR,1.95,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KBWB,2.06,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KBWY,8.5,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KD,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,KDP,3.05,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KEP,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,KEX,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,KEY,3.76,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KEYS,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,KGC,0.49,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KGLD,11.11,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KHC,6.5,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KHPI,8.78,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KHYB,7.98,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KIDZ,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,KIE,1.61,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KIM,4.16,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KIQQ,2.97,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KKR,0.78,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KLAC,0.41,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KLMT,1.76,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KMB,4.98,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KMI,3.64,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KMX,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,KNG,8.58,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KNSL,0.24,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KNX,1.01,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KO,2.51,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KOKU,1.36,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KOMP,1.45,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KR,2.13,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KRC,6.16,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KRE,2.24,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KREF,14.98,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KRG,4.61,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KRMA,2.36,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KSA,2.78,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KSLV,16.23,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price
US,KSPI,1.89,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KT,1.22,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KVUE,4.65,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KVYO,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,KW,4.36,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KWEB,7.75,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,KXI,2.15,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,L,0.23,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LABU,0.64,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LAD,0.75,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LADR,8.97,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LAMR,4.26,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LAND,5.89,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LAPR,5.39,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LAUR,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,LBAY,3.71,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LBRDA,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,LBRDK,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,LBTYA,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,LBTYB,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,LBTYK,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,LCID,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,LCTU,0.93,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LDDR,12.54,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LDOS,1.27,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LDRH,6.48,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LDUR,4.38,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LEA,2.09,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LECO,1.15,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LEGN,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,LEN,2.15,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LEVI,2.35,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LFAI,13.68,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LFAW,5.94,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LFBE,8.34,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LFDR,8.79,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LFGY,81.05,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price
US,LFT,17.32,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price
US,LFUS,0.64,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LGCY,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,LGLV,1.99,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LGOV,4.29,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LH,1.1,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LHAI,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,LHX,1.56,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LI,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,LIAE,10.78,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LIAM,7.64,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LIAU,9.42,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LIBD,11.57,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LIFT,26.68,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price
US,LII,1.01,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LIN,1.19,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LINC,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,LINE,4.99,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LIT,0.37,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LJAN,4.97,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LJUL,5.22,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LKQ,4.33,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LLY,0.59,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LMBS,4.1,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LMT,2.54,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LNC,4.95,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LND,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,LNG,0.94,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LNT,2.83,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LNTH,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,LOAN,10.76,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LOCT,5.13,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LODI,4.97,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LOGI,1.44,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LOPE,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,LOTI,1.32,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LOW,2.19,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LPA,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,LPLA,0.55,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LPRE,1.15,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LPX,1.54,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LQD,4.54,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LRCX,0.32,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LRE,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,LRGF,1.07,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LRHC,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,LRN,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,LSCC,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,LSTR,1.99,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LTC,5.88,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LTPZ,4.17,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LULU,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,LUV,1.64,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LVHD,3.32,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LVHI,4.46,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LVIG,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,LVS,2.15,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LW,3.47,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LXEH,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,LXP,5.2,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LYB,7.08,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LYG,3.63,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,LYV,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MA,0.65,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MAA,4.63,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MAC,3.01,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MAGS,1.4,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MAMB,2.45,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MANH,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MANI,3.18,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MAR,0.72,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MARA,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MARO,179.54,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price
US,MAS,1.78,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MASI,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MAT,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MAXI,65.84,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price
US,MAYS,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MBB,4.25,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MBLY,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MCD,2.56,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MCHI,2.29,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MCHP,1.92,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MCK,0.42,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MCO,0.86,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MDB,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MDGL,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MDIV,6.31,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MDLZ,3.15,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MDRR,2.47,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MDT,3.63,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MDV,6.37,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MDY,1.04,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MDYG,0.62,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MDYV,1.73,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MEAR,2.86,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MEDP,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MELI,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MET,2.73,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,META,0.34,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MFA,14.91,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MFAN,8.84,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MFAO,8.93,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MFC,0.92,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MFG,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MFLX,4.14,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MGA,2.22,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MGC,0.88,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MGK,0.32,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MGM,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MGV,1.9,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MHK,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MHNC,14.78,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MIDD,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MINO,3.89,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MINT,4.35,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MITN,9.37,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MITP,2.36,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MITT,11.37,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MKC,3.9,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MKL,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MKSI,0.28,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MKTX,2.32,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MKZR,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MLI,0.8,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MLM,0.57,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MLP,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MLPA,7.26,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MLPI,7.15,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MLPX,4.09,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MMI,1.74,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MMIT,3.56,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MMM,1.93,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MMYT,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MNDY,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MNRS,0.35,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MNSO,3.01,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MNST,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MO,5.8,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MOAT,1.37,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MOD,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MOH,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MOO,2.24,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MORN,1.06,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MORT,12.94,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MOS,4.75,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MPC,1.6,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MPLX,7.43,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MPT,6.51,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MPWR,0.42,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MRK,2.72,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MRNA,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MRNY,98.79,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price
US,MRP,10.37,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MRVL,0.12,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MS,2.0,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MSA,1.23,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MSCI,1.27,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MSFO,42.91,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price
US,MSFT,0.86,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MSI,1.12,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MSII,64.44,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price
US,MSOS,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MST,622.08,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price
US,MSTI,5.37,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MSTR,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MSTY,217.81,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price
US,MT,0.86,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MTB,2.7,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MTBA,6.62,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MTCH,2.1,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MTD,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MTDR,2.72,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MTG,2.3,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MTH,2.64,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MTN,6.82,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MTSI,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MTUM,0.63,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MTZ,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MU,0.05,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MUB,3.18,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MUFG,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,MULT,3.04,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MUNI,3.29,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MUR,3.78,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MUSA,0.47,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MUSE,7.69,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MUSI,5.62,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MUST,3.33,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MVRL,20.13,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price
US,MYHA,1.09,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MYHB,1.17,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MYHC,1.26,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MYHD,1.25,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MYHE,1.23,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,MYND,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,NAMI,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,NANR,1.47,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,NBFC,8.01,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
